Catalog number,old,MW,Plate Location,Plate number,96 plate name,96 well,384 plate ID,UCSC CSC plate ID,Well,Plate description,Concentration,Compound description,Solvent,Plate part number,MoleculeID
AP-301 ,Betulinic acid,456.7,3-H05,3,Plate 3,H05,EnzoICCB1,SP0127,P09,ICCB Known Bioactives Library,10.9480987860091,Inhibitors:  induces mitochondrial permeability pore opening,DMSO,2840,Betulinic acid - Inhibitors - induces mitochondrial permeability pore opening
AC-152,Clonidine,230.1,4-H05,4,Plate 4,H05,EnzoICCB1,SP0127,P10,ICCB Known Bioactives Library,21.7302493763418,CNS receptor ligands:  adrenoreceptor agonist (alpha),DMSO,2840,Clonidine - CNS receptor ligands - adrenoreceptor agonist (alpha)
EI-240,Deprenyl,187.3,3-H06,3,Plate 3,H06,EnzoICCB1,SP0127,P11,ICCB Known Bioactives Library,26.6978782662184,Inhibitors:  inhibits glyceraldehyde-3-phosphate dehydrogenase,DMSO,2840,Deprenyl - Inhibitors - inhibits glyceraldehyde-3-phosphate dehydrogenase
D-107,Clozapine,326.8,4-H06,4,Plate 4,H06,EnzoICCB1,SP0127,P12,ICCB Known Bioactives Library,15.298800879987,CNS receptor ligands:  Dopamine antagonist,DMSO,2840,Clozapine - CNS receptor ligands - Dopamine antagonist
CN-268,1400W,177.2,3-H07,3,Plate 3,H07,EnzoICCB1,SP0127,P13,ICCB Known Bioactives Library,28.2093494811172,Inhibitors:  iNOS inhibitor,DMSO,2840,1400W - Inhibitors - iNOS inhibitor
EI-135,Curcumin,368.4,4-H07,4,Plate 4,H07,EnzoICCB1,SP0127,P14,ICCB Known Bioactives Library,13.5729446693481,Inhibitors:  NFkappaB inhibitor,DMSO,2840,Curcumin - Inhibitors - NFkappaB inhibitor
SL-220,Fumonisin B1,721.8,3-H08,3,Plate 3,H08,EnzoICCB1,SP0127,P15,ICCB Known Bioactives Library,6.9268387293407,Lipid biosynthesis:  inhibits ceramide synthase,DMSO,2840,Fumonisin B1 - Lipid biosynthesis - inhibits ceramide synthase
GR-310,Cycloheximide,281.3,4-H08,4,Plate 4,H08,EnzoICCB1,SP0127,P16,ICCB Known Bioactives Library,17.7716232671779,Inhibitors:  protein synthesis inhibitor ,DMSO,2840,Cycloheximide - Inhibitors - protein synthesis inhibitor 
AP-304,Triptolide,360.4,3-H09,3,Plate 3,H09,EnzoICCB1,SP0127,P17,ICCB Known Bioactives Library,13.8734354233201,Inhibitors:  inhibits NFkappaB transcriptional activation,DMSO,2840,Triptolide - Inhibitors - inhibits NFkappaB transcriptional activation
A-195,Cyclosporin A,1202.6,4-H09,4,Plate 4,H09,EnzoICCB1,SP0127,P18,ICCB Known Bioactives Library,4.15761968622943,Inhibitors:  calcineurin inhibitor,DMSO,2840,Cyclosporin A - Inhibitors - calcineurin inhibitor
GR-336,Tanshinone IIA,294.3,3-H10,3,Plate 3,H10,EnzoICCB1,SP0127,P19,ICCB Known Bioactives Library,16.9869037766643,Inhibitors:  AP-1 inhibitor,DMSO,2840,Tanshinone IIA - Inhibitors - AP-1 inhibitor
PR-100,Cypermethrin,416.3,4-H10,4,Plate 4,H10,EnzoICCB1,SP0127,P20,ICCB Known Bioactives Library,12.0106558538736,Inhibitors:  calcineurin inhibitor,DMSO,2840,Cypermethrin - Inhibitors - calcineurin inhibitor
CA-421,Nigericin,725.0,3-H11,3,Plate 3,H11,EnzoICCB1,SP0127,P21,ICCB Known Bioactives Library,6.89691987696447,Inhibitors:  induces intracellular acidification,DMSO,2840,Nigericin - Inhibitors - induces intracellular acidification
T-108,Cytochalasin B,479.6,4-H11,4,Plate 4,H11,EnzoICCB1,SP0127,P22,ICCB Known Bioactives Library,10.4251849115048,Inhibitors:  F actin capper,DMSO,2840,Cytochalasin B - Inhibitors - F actin capper
