Catalog number,old,MW,Plate Location,Plate number,96 Plate Map,96 well,384 plate ID,Plate Map,Well,Human Readable Name,Plate description,Concentration,Compound description,Solvent,Plate part number,MoleculeID
SL-113,C8 Dihydroceramide,427.7,1-H07,1,Plate 1,H07,EnzoICCB1,SP0133,O13,C8 Dihydroceramide - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Negative control for C8 ceramide,DMSO,2840,C8 Dihydroceramide - bioactive lipid
CA-200,Amiloride·HCl,266.1,2-H07,2,Plate 2,H07,EnzoICCB1,SP0133,O14,Amiloride - Calcium channels,ICCB Known Bioactives Library,0.15,Ion channel ligands:  Calcium channels,DMSO,2840,Amiloride - Calcium channels
PG-035,Carbacyclin,350.5,1-H08,1,Plate 1,H08,EnzoICCB1,SP0133,O15,Carbacyclin - bioactive lipid,ICCB Known Bioactives Library,0.008,Bioactive lipids:  PPAR delta agonist,DMSO,2840,Carbacyclin - bioactive lipid
AC-105,Amiodarone·HCl,681.8,2-H08,2,Plate 2,H08,EnzoICCB1,SP0133,O16,Amiodarone - Calcium channels,ICCB Known Bioactives Library,0.0587,Ion channel ligands:  Calcium channels,DMSO,2840,Amiodarone - Calcium channels
GR-205,Ciglitazone,333.4,1-H09,1,Plate 1,H09,EnzoICCB1,SP0133,O17,Ciglitazone - PPAR ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  PPAR gamma agonist,DMSO,2840,Ciglitazone - PPAR ligand
CA-100,A-23187,523.6,2-H09,2,Plate 2,H09,EnzoICCB1,SP0133,O18,A-23187 - Calcium ionophore,ICCB Known Bioactives Library,0.0764,Ion channel ligands:  Calcium ionophore,DMSO,2840,A-23187 - Calcium ionophore
EI-160,Clofibrate,242.7,1-H10,1,Plate 1,H10,EnzoICCB1,SP0133,O19,Clofibrate - PPAR ligand,ICCB Known Bioactives Library,0.008,Nuclear receptor ligands:  PPAR alpha agonist,DMSO,2840,Clofibrate - PPAR ligand
CA-410,(R)-(+)-BAY K-8644,356.3,2-H10,2,Plate 2,H10,EnzoICCB1,SP0133,O20,Bay K-8644 - Calcium channels,ICCB Known Bioactives Library,0.112,Ion channel ligands:  Calcium channels,DMSO,2840,Bay K-8644 - Calcium channels
RA-106,Cloprostenol,424.9,1-H11,1,Plate 1,H11,EnzoICCB1,SP0133,O21,Cloprostenol Na - prostaglandin,ICCB Known Bioactives Library,0.008,Bioactive lipids:  Prostaglandin FP receptor agonist,DMSO,2840,Cloprostenol Na - prostaglandin
NA-103,Benzamil·HCl,356.2,2-H11,2,Plate 2,H11,EnzoICCB1,SP0133,O22,Benzamil - Calcium channels,ICCB Known Bioactives Library,0.112,Ion channel ligands:  Calcium channels,DMSO,2840,Benzamil - Calcium channels
CM-123,2-methoxyantimycin A3,534.6,3-H02,3,Plate 3,H02,EnzoICCB1,SP0133,P03,2-Methoxyantimycin A3 - Bcl-2 ligand,ICCB Known Bioactives Library,0.0748,Inhibitors:  Bcl-2/Bcl-XL ligand induces apoptosis,DMSO,2840,2-Methoxyantimycin A3 - Bcl-2 ligand
AC-183,Cimaterol,219.3,4-H02,4,Plate 4,H02,EnzoICCB1,SP0133,P04,Cimaterol - beta adrenergic agonist,ICCB Known Bioactives Library,0.182,CNS receptor ligands:  adrenoceptor agonist (beta),DMSO,2840,Cimaterol - beta adrenergic agonist
CM-122,HA14-1,409.2,3-H03,3,Plate 3,H03,EnzoICCB1,SP0133,P05,HA14-1 - Bcl-2 ligand,ICCB Known Bioactives Library,0.0977,Inhibitors:  Bcl-2 ligand induces apoptosis,DMSO,2840,HA14-1 - Bcl-2 ligand
PR-115,CinnGEL ,518.6,4-H03,4,Plate 4,H03,EnzoICCB1,SP0133,P06,CinnGEL 2Me - phosphatase inhibitor,ICCB Known Bioactives Library,0.0771,Inhibitors:  PTP1B inhibitor,DMSO,2840,CinnGEL 2Me - phosphatase inhibitor
CM-115,Decylubiquinone,322.4,3-H04,3,Plate 3,H04,EnzoICCB1,SP0133,P07,Decylubiquinone - inhibits mitochondrial permeability pore opening,ICCB Known Bioactives Library,0.124,Inhibitors:  inhibits mitochondrial permeability pore opening ,DMSO,2840,Decylubiquinone - inhibits mitochondrial permeability pore opening
AC-136,Cirazoline,216.3,4-H04,4,Plate 4,H04,EnzoICCB1,SP0133,P08,Cirazoline - alpha adrenergic agonist,ICCB Known Bioactives Library,0.185,CNS receptor ligands:  adrenoreceptor agonist (alpha),DMSO,2840,Cirazoline - alpha adrenergic agonist
AP-301 ,Betulinic acid,456.7,3-H05,3,Plate 3,H05,EnzoICCB1,SP0133,P09,Betulinic acid - induces mitochondrial permeability pore opening,ICCB Known Bioactives Library,0.0876,Inhibitors:  induces mitochondrial permeability pore opening,DMSO,2840,Betulinic acid - induces mitochondrial permeability pore opening
AC-152,Clonidine,230.1,4-H05,4,Plate 4,H05,EnzoICCB1,SP0133,P10,Clonidine - alpha adrenergic agonist,ICCB Known Bioactives Library,0.174,CNS receptor ligands:  adrenoreceptor agonist (alpha),DMSO,2840,Clonidine - alpha adrenergic agonist
EI-240,Deprenyl,187.3,3-H06,3,Plate 3,H06,EnzoICCB1,SP0133,P11,Deprenyl - inhibits glyceraldehyde-3-phosphate dehydrogenase,ICCB Known Bioactives Library,0.214,Inhibitors:  inhibits glyceraldehyde-3-phosphate dehydrogenase,DMSO,2840,Deprenyl - inhibits glyceraldehyde-3-phosphate dehydrogenase
D-107,Clozapine,326.8,4-H06,4,Plate 4,H06,EnzoICCB1,SP0133,P12,Clozapine - dopamine antagonist,ICCB Known Bioactives Library,0.122,CNS receptor ligands:  Dopamine antagonist,DMSO,2840,Clozapine - dopamine antagonist
CN-268,1400W,177.2,3-H07,3,Plate 3,H07,EnzoICCB1,SP0133,P13,1400W - NOS inhibitor,ICCB Known Bioactives Library,0.226,Inhibitors:  iNOS inhibitor,DMSO,2840,1400W - NOS inhibitor
EI-135,Curcumin,368.4,4-H07,4,Plate 4,H07,EnzoICCB1,SP0133,P14,Curcumin - NFkappaB inhibitor,ICCB Known Bioactives Library,0.109,Inhibitors:  NFkappaB inhibitor,DMSO,2840,Curcumin - NFkappaB inhibitor
SL-220,Fumonisin B1,721.8,3-H08,3,Plate 3,H08,EnzoICCB1,SP0133,P15,Fumonisin B1 - inhibits ceramide synthase,ICCB Known Bioactives Library,0.0554,Lipid biosynthesis:  inhibits ceramide synthase,DMSO,2840,Fumonisin B1 - inhibits ceramide synthase
GR-310,Cycloheximide,281.3,4-H08,4,Plate 4,H08,EnzoICCB1,SP0133,P16,Cycloheximide - inhibits protein synthesis,ICCB Known Bioactives Library,0.142,Inhibitors:  protein synthesis inhibitor ,DMSO,2840,Cycloheximide - inhibits protein synthesis
AP-304,Triptolide,360.4,3-H09,3,Plate 3,H09,EnzoICCB1,SP0133,P17,Triptolide - Inhibits transcription,ICCB Known Bioactives Library,0.111,Inhibitors:  inhibits NFkappaB transcriptional activation,DMSO,2840,Triptolide - Inhibits transcription
A-195,Cyclosporin A,1202.6,4-H09,4,Plate 4,H09,EnzoICCB1,SP0133,P18,Cyclosporin A - prolyl cis-trans isomerase inhibitor,ICCB Known Bioactives Library,0.0333,Inhibitors:  calcineurin inhibitor,DMSO,2840,Cyclosporin A - prolyl cis-trans isomerase inhibitor
GR-336,Tanshinone IIA,294.3,3-H10,3,Plate 3,H10,EnzoICCB1,SP0133,P19,Tanshinone IIA - AP-1 inhibitor,ICCB Known Bioactives Library,0.136,Inhibitors:  AP-1 inhibitor,DMSO,2840,Tanshinone IIA - AP-1 inhibitor
PR-100,Cypermethrin,416.3,4-H10,4,Plate 4,H10,EnzoICCB1,SP0133,P20,Cypermethrin - calcineurin inhibitor,ICCB Known Bioactives Library,0.0961,Inhibitors:  calcineurin inhibitor,DMSO,2840,Cypermethrin - calcineurin inhibitor
CA-421,Nigericin,725,3-H11,3,Plate 3,H11,EnzoICCB1,SP0133,P21,Nigericin - induces intracellular acidification,ICCB Known Bioactives Library,0.0552,Inhibitors:  induces intracellular acidification,DMSO,2840,Nigericin - induces intracellular acidification
T-108,Cytochalasin B,479.6,4-H11,4,Plate 4,H11,EnzoICCB1,SP0133,P22,Cytochalasin B - actin poison,ICCB Known Bioactives Library,0.0834,Inhibitors:  F actin capper,DMSO,2840,Cytochalasin B - actin poison
,,,,,Plate 1,A01,EnzoICCB1,SP0133,A01,DMSOA01,ICCB Known Bioactives Library,,,,,DMSOA01
,,,,,Plate 1,B01,EnzoICCB1,SP0133,C01,DMSOC01,ICCB Known Bioactives Library,,,,,DMSOC01
,,,,,Plate 1,C01,EnzoICCB1,SP0133,E01,DMSOE01,ICCB Known Bioactives Library,,,,,DMSOE01
,,,,,Plate 1,D01,EnzoICCB1,SP0133,G01,DMSOG01,ICCB Known Bioactives Library,,,,,DMSOG01
,,,,,Plate 1,E01,EnzoICCB1,SP0133,I01,DMSOI01,ICCB Known Bioactives Library,,,,,DMSOI01
,,,,,Plate 1,F01,EnzoICCB1,SP0133,K01,DMSOK01,ICCB Known Bioactives Library,,,,,DMSOK01
,,,,,Plate 1,G01,EnzoICCB1,SP0133,M01,DMSOM01,ICCB Known Bioactives Library,,,,,DMSOM01
,,,,,Plate 1,H01,EnzoICCB1,SP0133,O01,DMSOO01,ICCB Known Bioactives Library,,,,,DMSOO01
,,,,,Plate 4,A01,EnzoICCB1,SP0133,B02,DMSOB02,ICCB Known Bioactives Library,,,,,DMSOB02
,,,,,Plate 4,B01,EnzoICCB1,SP0133,D02,DMSOD02,ICCB Known Bioactives Library,,,,,DMSOD02
,,,,,Plate 4,C01,EnzoICCB1,SP0133,F02,DMSOF02,ICCB Known Bioactives Library,,,,,DMSOF02
,,,,,Plate 4,D01,EnzoICCB1,SP0133,H02,DMSOH02,ICCB Known Bioactives Library,,,,,DMSOH02
,,,,,Plate 4,E01,EnzoICCB1,SP0133,J02,DMSOJ02,ICCB Known Bioactives Library,,,,,DMSOJ02
,,,,,Plate 4,F01,EnzoICCB1,SP0133,L02,DMSOL02,ICCB Known Bioactives Library,,,,,DMSOL02
,,,,,Plate 4,G01,EnzoICCB1,SP0133,N02,DMSON02,ICCB Known Bioactives Library,,,,,DMSON02
,,,,,Plate 4,H01,EnzoICCB1,SP0133,P02,DMSOP02,ICCB Known Bioactives Library,,,,,DMSOP02
,,,,,Plate 1,A12,EnzoICCB1,SP0133,A23,DMSOA23,ICCB Known Bioactives Library,,,,,DMSOA23
,,,,,Plate 1,B12,EnzoICCB1,SP0133,C23,DMSOC23,ICCB Known Bioactives Library,,,,,DMSOC23
,,,,,Plate 1,C12,EnzoICCB1,SP0133,E23,DMSOE23,ICCB Known Bioactives Library,,,,,DMSOE23
,,,,,Plate 1,D12,EnzoICCB1,SP0133,G23,DMSOG23,ICCB Known Bioactives Library,,,,,DMSOG23
,,,,,Plate 1,E12,EnzoICCB1,SP0133,I23,DMSOI23,ICCB Known Bioactives Library,,,,,DMSOI23
,,,,,Plate 1,F12,EnzoICCB1,SP0133,K23,DMSOK23,ICCB Known Bioactives Library,,,,,DMSOK23
,,,,,Plate 1,G12,EnzoICCB1,SP0133,M23,DMSOM23,ICCB Known Bioactives Library,,,,,DMSOM23
,,,,,Plate 1,H12,EnzoICCB1,SP0133,O23,DMSOO23,ICCB Known Bioactives Library,,,,,DMSOO23
,,,,,Plate 4,A12,EnzoICCB1,SP0133,B24,DMSOB24,ICCB Known Bioactives Library,,,,,DMSOB24
,,,,,Plate 4,B12,EnzoICCB1,SP0133,D24,DMSOD24,ICCB Known Bioactives Library,,,,,DMSOD24
,,,,,Plate 4,C12,EnzoICCB1,SP0133,F24,DMSOF24,ICCB Known Bioactives Library,,,,,DMSOF24
,,,,,Plate 4,D12,EnzoICCB1,SP0133,H24,DMSOH24,ICCB Known Bioactives Library,,,,,DMSOH24
,,,,,Plate 4,E12,EnzoICCB1,SP0133,J24,DMSOJ24,ICCB Known Bioactives Library,,,,,DMSOJ24
,,,,,Plate 4,F12,EnzoICCB1,SP0133,L24,DMSOL24,ICCB Known Bioactives Library,,,,,DMSOL24
,,,,,Plate 4,G12,EnzoICCB1,SP0133,N24,DMSON24,ICCB Known Bioactives Library,,,,,DMSON24
,,,,,Plate 4,H12,EnzoICCB1,SP0133,P24,DMSOP24,ICCB Known Bioactives Library,,,,,DMSOP24
